definition,category,category_zh,age.75,age.50,age.25,age_rng,age.75.m,age.50.m,age.25.m,D
晚餐,games_routines,遊戲/日常生活,40,32.67460317460318,27.76530612244898,8|36,36.892689833333336,32.75871183333334,28.624734833333335,0.266452915
午餐,games_routines,遊戲/日常生活,40,33.09144893111639,27.8130081300813,8|36,37.48529025,33.26924691666667,29.05320366666667,0.26129422333333335
捏,action_words,動作詞,40,27.907258064516128,23.417591125198097,8|36,35.16725266666667,30.122989333333333,25.07872725,0.21815658833333335
撕,action_words,動作詞,35.6875,29.545806451612904,25.646039603960396,8|36,34.58302066666667,30.277481416666667,25.971940916666668,0.25562311083333333
蹲,action_words,動作詞,34.97620519159456,29.657853810264385,25.41489361702128,8|36,34.861306166666665,30.37132925,25.881351833333333,0.2451386575
忘記,action_words,動作詞,32.918,29.61572052401747,25.59271327014218,8|36,34.1047665,30.433216583333333,26.761667916666667,0.29975585
帶,action_words,動作詞,40,29.865030674846626,25.779184681902407,8|36,34.68681475,30.700773166666668,26.7147295,0.27622003166666664
告訴,action_words,動作詞,34.69827586206897,29.882037533512065,25.901715511079345,8|36,34.23739208333333,30.708304333333334,27.179218333333335,0.3119533275
綁,action_words,動作詞,40,29.865030674846626,25.825949367088608,8|36,34.98391425,30.748801666666665,26.513689333333332,0.25992112666666667
裝,action_words,動作詞,40,29.92763157894737,25.518220042046252,8|36,34.93915641666667,30.815176916666665,26.691197583333334,0.26694730833333336
夾,action_words,動作詞,40,29.914396887159533,25.55163043478261,8|36,35.43668725,30.847773333333333,26.258861416666665,0.23984112166666666
藏,action_words,動作詞,40,30,25.545112781954888,8|36,34.95150875,30.979402583333332,27.0073005,0.27715479583333336
聞,action_words,動作詞,40,29.842293906810035,25.49475065616798,8|36,35.21078325,31.010479,26.810176833333333,0.26212262583333334
拔,action_words,動作詞,40,30.737430167597765,25.69557195571956,8|36,35.71209258333333,31.0923275,26.472563666666666,0.23827881166666667
吞,action_words,動作詞,40,29.94125500667557,25.736745213549337,8|36,35.247329,31.13785475,27.028381416666665,0.2679022916666667
數數,action_words,動作詞,40,32.40865384615385,26.244208494208493,8|36,36.92963208333333,32.03357716666667,27.137522083333334,0.22486538666666667
曬,action_words,動作詞,40,32.20082693443591,27,8|36,36.5526825,32.34973466666667,28.146786833333334,0.262027985
拆,action_words,動作詞,40,32.6207400194742,27.684931506849317,8|36,37.545836083333334,33.15899175,28.772148833333333,0.2510397475
投,action_words,動作詞,40,32.80568720379147,27.684931506849313,8|36,38.13048883333333,33.45272325,28.774953916666668,0.23544715583333334
假裝,action_words,動作詞,40,32.77554744525548,29.24736842105263,8|36,38.71712291666667,34.36714216666667,30.017164083333334,0.2533113066666667
記,action_words,動作詞,40,40,29.793621013133208,8|36,38.45295491666667,34.588154583333335,30.723356083333332,0.28522560416666665
以為,action_words,動作詞,40,40,30.206378986866792,8|36,39.04353966666667,35.24612116666667,31.448706333333334,0.2904077208333333
披薩,food_drink,食物/飲料,40,28.664429530201343,25.57236842105263,8|36,34.32113925,30.090084083333334,25.85903225,0.2601087991666667
可樂,food_drink,食物/飲料,40,30.692005242463956,25.69805743243243,8|36,34.94794808333333,30.586997333333333,26.22604541666667,0.2524317958333333
蛋餅,food_drink,食物/飲料,40,29.762162162162163,26.235724743777453,8|36,34.89147333333333,30.685363666666667,26.4792515,0.2617204925
三明治,food_drink,食物/飲料,32.98837209302326,29.61572052401747,25.95362563237774,8|36,34.990662416666666,30.895459666666667,26.800259416666666,0.2688212
雞塊,food_drink,食物/飲料,40,30.4125,26.56930693069307,8|36,34.98842833333333,30.916630083333335,26.84483625,0.2703964875
醬油,food_drink,食物/飲料,35.975,30.89390519187359,25.646039603960396,8|36,35.24347041666667,30.983614916666667,26.723758,0.25844124
爆米花,food_drink,食物/飲料,34.90046535677352,30.237837837837837,26.080985915492956,8|36,35.23374833333333,31.0803595,26.9269715,0.26505512666666664
梨子,food_drink,食物/飲料,40,32.06671899529042,24.87649402390438,8|36,36.13236033333333,31.24540633333333,26.358451666666667,0.22526172333333333
冰棒,food_drink,食物/飲料,40,30.737430167597765,25.945652173913043,8|36,35.93815775,31.324583166666667,26.71100775,0.2385678675
口香糖,food_drink,食物/飲料,40,31.38317757009346,25.63403041825095,8|36,35.46571708333333,31.33977575,27.21383408333333,0.2668362425
奇異果,food_drink,食物/飲料,40,32.17913593256059,24.92548076923077,8|36,36.66042041666667,31.854987916666666,27.049554833333332,0.22913550916666667
豆子,food_drink,食物/飲料,40,31,24,8|36,37.47196708333333,32.03203425,26.592103416666667,0.20239869416666667
果醬,food_drink,食物/飲料,40,32.32786885245902,26.56930693069307,8|36,36.73894491666667,32.32111891666667,27.903291666666668,0.24927472583333332
檸檬,food_drink,食物/飲料,40,32.164888457807955,25.825949367088608,8|36,37.21280616666667,32.32228825,27.431768333333334,0.2250960775
蕃茄醬,food_drink,食物/飲料,40,30.823970037453183,27.42016806722689,8|36,36.889020583333334,32.542883583333335,28.196744416666668,0.2533481908333333
點心,food_drink,食物/飲料,40,32.35099793530626,27.432098765432094,8|36,36.94527191666667,32.60722258333333,28.269168583333332,0.2538668875
香瓜(哈密瓜),food_drink,食物/飲料,40,34.08728448275862,27,8|36,38.525966583333336,33.27497233333333,28.02398075,0.20972438666666668
起司(乳酪),food_drink,食物/飲料,40,32.60322580645161,24,8|36,39.122961,33.661544416666665,28.200129,0.201695145
火腿,food_drink,食物/飲料,40,32.67460317460318,29,8|36,38.11517175,33.82860408333333,29.542035583333334,0.257017945
馬鈴薯,food_drink,食物/飲料,40,32.83265306122449,27.730994152046783,8|36,38.63151275,33.895092,29.158670916666665,0.232548205
洋芋片,food_drink,食物/飲料,40,32.89983713355049,27.26595744680851,8|36,38.86281275,34.16997141666667,29.477129833333333,0.23475911833333332
食物,food_drink,食物/飲料,40,32.72516758074345,29.362934362934364,8|36,40.16582283333334,34.84963166666667,29.533441916666668,0.20729414666666668
菠菜,food_drink,食物/飲料,40,32.96422338568935,27.520833333333332,8|36,40.633164916666665,34.94356275,29.253955666666666,0.1936782325
南瓜,food_drink,食物/飲料,40,32.929228998849254,29.681159420289855,8|36,40.59984166666667,35.407060666666666,30.21427575,0.21227802166666668
餛飩,food_drink,食物/飲料,40,40,29.74015748031496,8|36,40.726113,35.7461595,30.766205166666666,0.22138792
動物,animals,動物,40,29.51648351648352,24.63953488372093,8|36,35.17072275,30.588050916666667,26.00538075,0.24019572166666667
蒼蠅,animals,動物,40,30.737430167597765,26.28395061728395,8|36,35.68554325,31.12673175,26.56791966666667,0.24148502666666666
鹿,animals,動物,40,28,23.7265625,8|36,36.957906666666666,31.181633,25.405355583333332,0.19060936083333332
松鼠,animals,動物,40,30,23.90691489361702,8|36,36.57909016666667,31.302435166666665,26.02578325,0.20866225666666666
鵝,animals,動物,40,31,23.19745222929936,8|36,37.29965541666667,31.383569583333333,25.467485333333332,0.18610682583333332
母雞,animals,動物,40,30.70063694267516,24.558943089430898,8|36,36.77033133333333,31.528237583333333,26.286146333333335,0.21000054333333334
鴿子,animals,動物,40,32.098379629629626,22.86206896551724,8|36,36.85644308333333,31.580770333333334,26.305095833333333,0.208715565
貓頭鷹,animals,動物,40,31.38317757009346,24.214424951267056,8|36,37.20237066666667,31.8126105,26.422847333333333,0.2042489975
鯊魚,animals,動物,40,31.52789699570815,25.825949367088608,8|36,36.643805916666665,31.958984583333333,27.274167666666667,0.23508818083333333
老鷹,animals,動物,40,33.365671641791046,25.50581395348837,8|36,37.51785591666667,32.44941308333333,27.380969166666667,0.21726464083333333
孔雀,animals,動物,40,40,27.23696682464455,8|36,39.8633195,34.204138666666665,28.544962666666667,0.19467988083333335
鸚鵡,animals,動物,40,40,27.684931506849313,8|36,41.64704116666667,35.71599116666667,29.78494525,0.18589162583333332
打雷,outside,戶外,34.78370786516854,30.318840579710145,25.57236842105263,8|36,34.657508666666665,30.340498083333333,26.023486166666668,0.25497135833333334
天空,outside,戶外,40,30.134969325153374,24.89869281045752,8|36,34.7085815,30.34166775,25.97475175,0.2520582633333333
土/泥土,outside,戶外,34.759375,30.483516483516485,25.276315789473685,8|36,34.689473,30.67689875,26.66432641666667,0.27432727583333333
雲,outside,戶外,40,30.67315716272601,24.855365474339035,8|36,35.60647683333333,31.082362833333335,26.558251,0.24335447166666666
棍子,outside,戶外,40,30.75263157894737,26.492217898832685,8|36,36.38899216666667,31.932833416666668,27.476677583333334,0.24711238916666667
彩虹,outside,戶外,40,32.21656050955414,26.70408163265306,8|36,36.718618166666666,32.167592666666664,27.616567916666668,0.24197463916666667
花園,outside,戶外,40,32.466072652501715,27.394736842105264,8|36,37.429242,33.03030716666667,28.631371583333333,0.2503874575
斑馬線,outside,戶外,40,32.69729286300246,29.29936305732484,8|36,37.6935405,33.48814375,29.282748416666667,0.26202338833333333
梯子,outside,戶外,40,32.88374291115312,27.59171597633136,8|36,38.053289916666664,33.54091075,29.028532666666667,0.24409864833333333
水管,outside,戶外,40,32.82574377656345,29.810344827586206,8|36,38.06055625,33.883227,29.705899583333334,0.2638229933333333
旗子,outside,戶外,40,32.9063214013709,28.46808510638298,8|36,38.76479741666667,34.142913416666666,29.521028416666667,0.23837390333333333
鏟子,outside,戶外,40,40,27.6198347107438,8|36,40.52407408333333,35.582086333333336,30.640098416666667,0.22312483666666666
吊車,vehicles,交通工具,40,30.42822384428224,25.612676056338028,8|36,35.84570308333333,31.122328916666667,26.398951583333332,0.23303734
直昇機,vehicles,交通工具,40,29.882037533512065,24.43193717277487,8|36,36.16434783333333,31.284338083333335,26.404327416666668,0.22558247416666666
三輪車,vehicles,交通工具,40,32.61460592913955,25.375,8|36,38.35381875,32.70316325,27.052509666666666,0.1949161175
禮物,toys,玩具,40,29.681159420289855,26.506032647267567,8|36,34.93217633333333,30.735449083333332,26.538721833333334,0.26233147916666666
球棒,toys,玩具,40,31,26.492217898832685,8|36,36.36528025,31.757023916666668,27.148766333333334,0.23896148583333332
手槍,toys,玩具,40,32.94313453536755,26.492217898832685,8|36,36.7408745,32.212427,27.683978416666665,0.24313223916666668
膠水,toys,玩具,40,32.32786885245902,27.42016806722689,8|36,36.407931166666664,32.35545475,28.30298133333333,0.2717491691666667
黏土,toys,玩具,40,32.44363256784969,26.79861111111111,8|36,37.23177375,32.77110783333333,28.310443166666666,0.24691050333333334
短褲,clothing,衣物,40,29.65148514851485,25.15953545232274,8|36,34.989660416666666,30.4882305,25.98679675,0.2445198675
珠珠,clothing,衣物,40,30.445193929173698,24,8|36,36.17799816666667,30.923824916666668,25.6696515,0.209497425
雨衣,clothing,衣物,40,30,27.160944206008583,8|36,35.08670425,30.960203416666666,26.833698666666667,0.266789655
項鍊,clothing,衣物,40,30.837370242214533,25.57236842105263,8|36,36.93294241666667,32.01924125,27.1055435,0.22411869833333334
睡衣(褲),clothing,衣物,40,32.49678550555231,27.23696682464455,8|36,37.086253416666665,32.38218083333334,27.67810825,0.23412384583333334
皮帶,clothing,衣物,40,32.65679330328397,27.178571428571427,8|36,37.804184916666664,33.07235983333333,28.340533583333333,0.23273041166666666
圍巾,clothing,衣物,40,32.60123784261715,27.6198347107438,8|36,38.02839766666666,33.37754408333333,28.726691666666667,0.236892645
泳衣,clothing,衣物,40,33.67884130982368,27.107758620689655,8|36,38.14591608333333,33.77368766666667,29.401459333333335,0.251990005
毛衣,clothing,衣物,40,32.97524154589372,27.883838383838384,8|36,38.80407833333334,34.425699916666666,30.047322916666666,0.25172687916666664
皮鞋,clothing,衣物,40,32.81626120358515,28,8|36,39.5853535,34.5213995,29.4574455,0.21761417083333334
腳趾頭,body_parts,身體部位,40,29.5875,24,8|36,36.0605555,30.505749583333333,24.95094033333333,0.19821639
下巴,body_parts,身體部位,40,29.61572052401747,22.6745182012848,8|36,35.7394395,30.514947666666668,25.290459333333335,0.21072609583333332
嘴唇,body_parts,身體部位,40,29.681159420289855,22.837937384898712,8|36,35.51667891666666,30.67830475,25.839927333333332,0.22751994166666667
膝蓋,body_parts,身體部位,40,29.762162162162163,23.75609756097561,8|36,36.11161716666667,31.094810416666668,26.077999833333333,0.21944451416666666
肩膀,body_parts,身體部位,40,30,24,8|36,36.198872916666666,31.394469416666666,26.590066583333332,0.22912585
大腿,body_parts,身體部位,40,32.82869080779944,23.784541723666212,8|36,38.14457816666667,32.66694966666667,27.189320416666668,0.201066125
小腿,body_parts,身體部位,40,33.279661016949156,27.520833333333332,8|36,39.49987016666667,34.09827241666667,28.696677416666667,0.20394643083333333
手臂,body_parts,身體部位,40,40,27.566037735849054,8|36,40.09275241666667,34.719004,29.345258666666666,0.20508100916666666
櫃子,furniture_rooms,家具/房間,40,29.854545454545455,25.612676056338028,8|36,35.191483,31.093815666666668,26.996149,0.26864004166666666
水槽(洗手檯),furniture_rooms,家具/房間,40,30.555205047318612,26.16546762589928,8|36,35.542144916666665,31.106448583333332,26.670749666666666,0.24815602333333334
臥(房)室,furniture_rooms,家具/房間,40,30.651851851851852,27.146484375,8|36,37.0165925,31.962372,26.908148833333332,0.21782584416666667
衣櫥,furniture_rooms,家具/房間,40,32.30384271671135,27.08992805755396,8|36,36.559223333333335,32.2238285,27.888437083333333,0.25397085
浴缸,furniture_rooms,家具/房間,40,32.378787878787875,27.35211267605634,8|36,37.05937791666667,32.73458933333333,28.409799166666666,0.25471170416666666
餐桌,furniture_rooms,家具/房間,40,32.780413159908186,27.66176470588235,8|36,37.495704,33.01658575,28.537470083333332,0.24587149416666668
嬰兒床,furniture_rooms,家具/房間,40,32.76836158192091,28,8|36,38.9259255,33.77404875,28.622174916666665,0.2137854
微波爐,furniture_rooms,家具/房間,40,34.85634328358209,28.305555555555557,8|36,38.70462366666667,34.35418075,30.00373525,0.253311125
陽台,furniture_rooms,家具/房間,40,32.961357210179074,29.279761904761905,8|36,39.053086916666665,34.418705083333336,29.784323,0.23771568583333333
瓶子,household,家庭用品,32.98107109879963,29.561752988047807,24.37162162162162,8|36,34.398470333333336,30.032764666666665,25.6670555,0.25213148416666664
盒子,household,家庭用品,35.875,29.681159420289855,24.37162162162162,8|36,34.3051725,30.148467416666666,25.991763416666668,0.2647837616666667
拖把,household,家庭用品,40,27.95137420718816,24.747282608695652,8|36,34.88113166666667,30.486450916666666,26.091770583333332,0.250444125
水桶,household,家庭用品,40,29.561752988047807,25.070048309178745,8|36,34.9268695,30.551128583333334,26.17538825,0.2515042966666667
鍋子,household,家庭用品,40,31,23.81064021641118,8|36,35.390984833333334,30.648118416666666,25.905251416666665,0.23209417833333335
籃子,household,家庭用品,40,29.810344827586206,25.964146023468057,8|36,35.406329166666666,31.164768916666667,26.923205583333335,0.2594967458333333
刷子,household,家庭用品,40,30,25.57236842105263,8|36,35.870969583333334,31.442762666666667,27.014557333333332,0.2486063225
收音機/音響,household,家庭用品,40,30.651851851851852,26.116751269035532,8|36,36.138697416666666,31.45532725,26.771955333333334,0.23505050916666667
插頭,household,家庭用品,40,31.736526946107784,26.480597014925372,8|36,36.08606025,31.76724975,27.448438166666666,0.25490554416666666
玻璃(玻璃杯),household,家庭用品,40,32.3485392106612,27.31779661016949,8|36,36.63356316666667,32.21143083333333,27.789296333333333,0.24899227333333332
罐子,household,家庭用品,40,33.47530864197531,27.634920634920636,8|36,37.521655,32.99078875,28.45992375,0.2431163225
圖片,household,家庭用品,40,32.49382716049383,29,8|36,38.35824925,33.47600858333333,28.593766583333334,0.22567633666666667
電鍋,household,家庭用品,40,32.60322580645161,28.56896551724138,8|36,38.54536683333333,33.554048333333334,28.56272975,0.22064869833333334
釘子,household,家庭用品,40,40,30.219269102990033,8|36,39.89725166666667,35.48842375,31.07959475,0.2501504958333333
好的,descriptive_words,描述詞,40,29.545806451612904,24.669710806697108,8|36,34.450847333333336,30.151462,25.852074166666668,0.255999825
黏黏的,descriptive_words,描述詞,34.95235148514851,29.470941883767537,24,8|36,34.33898816666667,30.15662125,25.974256166666667,0.26317445083333335
快樂的/高興的,descriptive_words,描述詞,32.79081632653061,29.681159420289855,25.455762514551804,8|36,34.75896241666667,30.222523083333332,25.686082083333332,0.24260553916666666
好硬/硬硬的,descriptive_words,描述詞,40,29.94125500667557,24.579819277108435,8|36,34.65521758333333,30.250695666666665,25.846176333333332,0.24993897833333334
好快/快的,descriptive_words,描述詞,32.79081632653061,29.554806070826302,25.725,8|36,34.04396391666667,30.2662345,26.488500166666668,0.29138347166666667
黃色的,descriptive_words,描述詞,40,29.78896882494005,24.63953488372093,8|36,34.45539275,30.267495416666666,26.0795995,0.26279425666666667
長長的,descriptive_words,描述詞,40,29.727554179566564,25.945652173913043,8|36,34.60411991666667,30.629879083333332,26.655637166666665,0.2769287366666667
好吵/吵鬧的,descriptive_words,描述詞,40,29.762162162162163,25.612676056338024,8|36,34.67487066666666,30.70628175,26.73769175,0.27743801083333336
醒了/醒著,descriptive_words,描述詞,32.89499146272055,29.41592920353982,26.420965058236273,8|36,34.855328,30.762736333333333,26.670144666666666,0.2689533508333333
好苦/苦苦的,descriptive_words,描述詞,40,30.272445820433436,24.71296296296296,8|36,35.3781095,30.773190666666668,26.16827575,0.23904785333333334
乾淨的,descriptive_words,描述詞,32.987131198995606,29.895238095238096,25.345238095238095,8|36,34.843578666666666,30.799156583333332,26.754732916666665,0.27213913916666665
綠色的,descriptive_words,描述詞,40,29.71938775510204,25.776785714285715,8|36,35.02162533333333,30.81118358333333,26.600739166666667,0.26144942250000003
白色的,descriptive_words,描述詞,40,30,26.381516587677726,8|36,35.33917808333333,31.099753916666668,26.860334,0.25970537833333335
藍藍的/藍色的,descriptive_words,描述詞,40,30,26.480597014925372,8|36,35.45497666666667,31.158886916666667,26.862796833333334,0.25625701
新的,descriptive_words,描述詞,40,30.4125,25.895198170731707,8|36,35.18438391666667,31.299359583333334,27.41433325,0.2834115383333333
好軟/軟軟的,descriptive_words,描述詞,40,30.823970037453183,26.480597014925372,8|36,35.2967025,31.30118775,27.30567025,0.27550755666666665
好慢/慢慢的,descriptive_words,描述詞,40,32.10077059869591,26.136904761904763,8|36,35.34432116666667,31.35126575,27.358211416666666,0.27574964
三角形的,descriptive_words,描述詞,40,31,25.467741935483872,8|36,36.143604333333336,31.464280083333332,26.784953916666666,0.235286005
第一/第一名,descriptive_words,描述詞,40,30.84887459807074,26.79861111111111,8|36,35.982192833333336,31.662229166666666,27.3422695,0.25484688666666666
空空的,descriptive_words,描述詞,40,32.20082693443591,26.20909090909091,8|36,37.05308216666667,31.83909475,26.625111666666665,0.21112624833333332
討厭的,descriptive_words,描述詞,40,32.43433827286663,29.191836734693876,8|36,37.20383158333333,33.04957975,28.895325916666668,0.2650836
乾乾的,descriptive_words,描述詞,40,32.65679330328397,29.46078431372549,8|36,37.893137333333335,33.79343716666666,29.693737333333335,0.26875152916666667
長方形的,descriptive_words,描述詞,40,32.69065583284968,29.24736842105263,8|36,38.78620458333334,34.43879675,30.09138816666667,0.25350160916666664
可憐的,descriptive_words,描述詞,40,40,29.204052098408106,8|36,39.28055366666667,34.681114666666666,30.081674416666665,0.23960011666666667
傷心的/難過的,descriptive_words,描述詞,40,40,29.39662447257384,8|36,39.03703816666667,34.754314666666666,30.471585416666667,0.2573611275
夠了,descriptive_words,描述詞,40,34.880434782608695,29.660112359550563,8|36,39.04950041666667,34.91832741666666,30.78715083333333,0.2668871325
滿滿的,descriptive_words,描述詞,40,40,29.96245733788396,8|36,39.36348758333333,35.22858958333333,31.09369025,0.2666949225
安靜的,descriptive_words,描述詞,40,40,29.810344827586206,8|36,39.582994,35.30997283333333,31.036949916666668,0.258010935
全部(通通),quantifiers,數量詞,32.84032354703415,29.57177615571776,25.612676056338028,8|36,33.63149216666667,30.131227833333334,26.630960416666667,0.3143985633333333
這些,quantifiers,數量詞,40,32.52509652509652,27.35211267605634,8|36,36.924309083333334,32.90257525,28.88084175,0.27389803166666665
也有、也是,quantifiers,數量詞,40,32.74375,27.42016806722689,8|36,37.37343625,33.11615141666667,28.858867166666666,0.25871638166666666
一半(半個),quantifiers,數量詞,40,32.780413159908186,28.369747899159663,8|36,37.232748,33.123258,29.0137695,0.26803337083333334
一樣多,quantifiers,數量詞,40,32.5180670439704,28,8|36,37.66947483333333,33.46443566666667,29.25939725,0.26193191833333335
那些,quantifiers,數量詞,40,32.85304659498208,28,8|36,38.35322175,34.23520175,30.117183,0.267620725
更多,quantifiers,數量詞,40,40,29.793621013133208,8|36,39.660418166666666,35.646175,31.63193025,0.27483109916666665
旁邊,locations,位置,34.98300970873787,29.681159420289855,25.095394736842103,8|36,34.367770666666665,30.104114583333335,25.84045825,0.258148485
在…上面,locations,位置,40,30.157706093189965,26.116751269035532,8|36,35.203458833333336,30.884042,26.564628333333335,0.25486370333333336
在…下面,locations,位置,40,30.62757527733756,26.626074498567338,8|36,35.77403875,31.506333833333333,27.238629083333333,0.25802130666666667
在…前面,locations,位置,40,30.823970037453183,26.235724743777453,8|36,36.36233691666666,31.802004583333332,27.24167275,0.24138915
在…外面,locations,位置,40,30.867605633802818,26.420965058236273,8|36,36.47781558333333,31.924447916666665,27.371081166666666,0.24176086166666666
…的…,locations,位置,40,30.911487758945388,25.74007561436673,8|36,36.295344,31.928030916666668,27.560719666666667,0.2521065883333333
在…後面,locations,位置,40,32.44363256784969,26.592505854800937,8|36,36.65388375,32.24608941666666,27.838295416666668,0.24985758666666666
在…旁邊,locations,位置,40,32.44363256784969,27.153374233128833,8|36,37.06272583333333,32.6873505,28.311975333333333,0.25166251
到…裡,locations,位置,40,32.44363256784969,26.833969465648856,8|36,37.49195891666667,32.8200075,28.148058916666667,0.23569688333333333
向(往)上,locations,位置,40,34.65439856373429,29.810344827586206,8|36,39.63565875,34.62702041666667,29.618382,0.22006918083333332
向(往)下,locations,位置,40,34.65439856373429,29.82456140350877,8|36,39.58547733333333,34.671899,29.75831841666667,0.22430185583333334
在…中間,locations,位置,40,40,30.167088607594938,8|36,39.346800333333334,35.05811691666667,30.769432666666667,0.25694534583333334
商店/百貨公司,places,地點,34.71497722095672,27.953815261044177,26.31630648330059,8|36,34.61565041666667,30.520386416666668,26.425126666666667,0.26878389333333336
海,places,地點,40,32,25.917168674698793,8|36,35.87530841666667,31.373821166666666,26.872333333333334,0.24453369333333333
停車場,places,地點,40,30.38427947598253,26.420965058236273,8|36,35.2939795,31.451613833333333,27.609248416666667,0.286517235
火車站(車站),places,地點,40,30.789237668161434,27.31172069825437,8|36,35.60074475,31.503060666666666,27.405376583333332,0.26865510583333335
餐廳,places,地點,40,32.267857142857146,27.26595744680851,8|36,36.00992541666667,32.109307333333334,28.20869125,0.28231158
XX園(某遊戲樂園名稱),places,地點,40,32.71328671328671,26.592505854800937,8|36,36.65555033333333,32.38615325,28.1167525,0.2579077625
教堂/廟,places,地點,40,32.83265306122449,25.522696929238982,8|36,37.99087825,32.78581208333333,27.580747583333334,0.21159630416666667
游泳池,places,地點,40,33.6015625,27.178571428571427,8|36,37.39971166666667,33.169153333333334,28.938597916666666,0.2603774875
郵局,places,地點,40,33.86378205128205,27.38314176245211,8|36,38.04137883333333,33.561354,29.081330583333333,0.24593819166666667
山上,places,地點,40,34.92045454545455,29.646788990825687,8|36,38.35568816666667,34.204457,30.0532255,0.2655189675
河,places,地點,40,34.92045454545455,29.49266247379455,8|36,39.60468758333333,34.7384835,29.87227775,0.22641287333333332
運動場/操場,places,地點,40,34.940402476780186,27.684931506849313,8|36,39.5429895,34.878432833333335,30.21387475,0.23624832416666666
遊樂園,places,地點,40,40,30.25984251968504,8|36,39.55225791666667,35.226416,30.90057275,0.25479818
大樓,places,地點,40,40,30.318840579710145,8|36,39.78779733333333,35.44106791666667,31.094338,0.25373350666666666
圖書館,places,地點,40,40,30.226337448559672,8|36,40.4193835,35.656977,30.89456825,0.23148636833333333
早上,time_words,時間詞,32.938805970149254,28.887892376681613,24.747282608695652,8|36,34.05054366666667,30.01521675,25.979890833333332,0.27271417666666664
今天,time_words,時間詞,32.89698492462312,29.727554179566564,25.879173989455182,8|36,33.41129216666667,30.027806583333334,26.644322166666665,0.32529739166666666
白天,time_words,時間詞,32.97945891783567,29.810344827586206,25.776785714285715,8|36,33.83199775,30.200643666666668,26.569291083333333,0.30310289083333336
已經,time_words,時間詞,34.97355769230769,30.651851851851852,27,8|36,35.049913833333335,31.34614775,27.642382833333333,0.297212995
明天,time_words,時間詞,40,30.924071082390952,27.8130081300813,8|36,35.439137333333335,31.889985583333335,28.340832083333332,0.3102526925
下次,time_words,時間詞,40,32.108695652173914,27.449101796407184,8|36,36.1820345,32.201259916666665,28.22048275,0.2765403325
現在,time_words,時間詞,40,32.495466321243526,27.153374233128833,8|36,36.6818105,32.483474083333334,28.285139583333333,0.26229046083333335
昨天,time_words,時間詞,40,32.70320579110651,30.04943820224719,8|36,36.933736083333336,33.487124,30.040510333333334,0.3197941275
中午,time_words,時間詞,40,32.72516758074345,30.283704572098475,8|36,37.88671375,34.04024825,30.193784166666667,0.28650156583333336
上次,time_words,時間詞,40,32.953984287317624,29.70943396226415,8|36,37.64585066666667,34.12680041666667,30.60774925,0.3130505608333333
晚(一點),time_words,時間詞,40,34.35770363101079,29.914396887159533,8|36,38.2909475,34.38035025,30.469753583333333,0.281905095
早(一點),time_words,時間詞,40,34.195337620578776,29.850678733031675,8|36,38.87610225,34.57212116666667,30.26813625,0.25599227
這次,time_words,時間詞,40,34.65439856373429,30.134969325153374,8|36,38.63395358333333,34.648763333333335,30.66357275,0.27669359083333334
以前,time_words,時間詞,40,40,30.07236842105263,8|36,38.966937916666666,35.31014808333333,31.65335525,0.30154809833333335
星期…,time_words,時間詞,40,40,30.795947901591894,8|36,39.313727916666664,35.64325925,31.972790333333332,0.30059746833333334
以後,time_words,時間詞,40,40,31.271523178807943,8|36,39.83857808333333,35.828288,31.81799566666667,0.2751225291666667
(還有)呢？,question_words,疑問詞,40,28.860335195530727,24.515625,8|36,34.51443033333333,30.179889333333332,25.845347,0.25390995666666666
幾個？,question_words,疑問詞,34.820093457943926,29.46078431372549,26.556687898089173,8|36,34.363088166666664,30.703390250000002,27.043690666666667,0.30078209083333335
哪一個？,question_words,疑問詞,40,29.71366594360087,26.640866873065015,8|36,34.931216416666665,31.08314275,27.235066166666666,0.286125635
幾點？,question_words,疑問詞,40,32.589368258859785,27.76530612244898,8|36,37.65840933333333,33.5346675,29.410926083333333,0.2670833
多少？,question_words,疑問詞,40,32.76330981398332,29.549707602339183,8|36,37.89266283333333,34.105840083333334,30.319018083333333,0.29103666833333336
因為,connecting_words,連接詞,40,30.84887459807074,28.080882352941178,8|36,35.71074616666667,32.06618066666667,28.42161533333333,0.3021655575
可是,connecting_words,連接詞,40,32.08985200845666,28,8|36,35.8451945,32.375759083333335,28.906322083333333,0.3174450266666667
…就…,connecting_words,連接詞,40,32.474065811489126,28.22680412371134,8|36,36.570499833333336,32.825333,29.080163,0.2940566666666667
先…然後…,connecting_words,連接詞,40,32.780413159908186,29.14114114114114,8|36,38.35905675,34.427661083333334,30.496264083333333,0.28035522166666665
後來,connecting_words,連接詞,40,32.972409152086136,29.810344827586206,8|36,38.23985375,34.5760365,30.912220333333334,0.30094182166666666
所以,connecting_words,連接詞,40,40,29.944723618090453,8|36,38.994282750000004,35.14963491666666,31.304985333333335,0.2867244566666667
褓母(奶媽),people,人物,40,40,29.60411311053985,8|36,46.057299083333334,38.342556083333335,30.627812583333334,0.14304179916666668
蚯蚓,animals,動物,40,40,30.4618320610687,8|36,41.44888591666667,36.261017,31.073147416666668,0.21255760583333333
時間,time_words,時間詞,40,40,32.095362752430816,8|36,40.250190833333335,36.12912633333333,32.008062,0.267778685
如果,connecting_words,連接詞,40,40,31,8|36,39.68059783333333,36.100384,32.52016966666667,0.30815019666666665
