definition,category,category_zh,age.75,age.50,age.25,n,age_distr_base,age_distr,age_distr_prob,age_rng
肚子,body_parts,身體部位,22.98811292719168,21.466019417475728,17.34090909090909,1396,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|4|8|11|17|18|28|40|37|40|53|79|95|91|70|73|93|81|82|83|76|84|73|80|80,0|0|0|0|0|5|10|10|10|21|33|48|44|45|55|75|77|83|80|79|93|92|87|94|93|99|95|99|99,8|36
臉,body_parts,身體部位,27.134408602150536,21.666666666666668,18.428571428571427,1220,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|2|4|6|11|8|15|29|25|33|54|62|75|75|64|67|89|72|75|79|69|82|68|79|76,0|0|0|1|0|3|5|6|6|9|18|35|30|38|56|59|60|68|74|73|89|82|80|90|84|96|88|98|94,8|36
小ㄐㄐ/小鳥(生殖器),body_parts,身體部位,30.522033898305086,22,18.23076923076923,1075,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|5|8|13|16|18|31|29|36|48|57|71|59|54|47|69|63|67|69|59|69|59|62|65,0|0|0|0|0|1|6|8|8|18|21|37|35|41|50|54|57|54|62|51|69|72|71|78|72|81|77|77|80,8|36
牙齒,body_parts,身體部位,25.578220858895705,22.092348284960423,18.076923076923077,1316,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|0|0|1|5|8|7|15|20|33|29|34|46|74|90|76|69|78|93|76|86|86|74|83|71|80|81,0|1|0|0|0|1|6|8|4|17|24|39|35|39|48|70|73|69|79|85|93|86|91|98|90|98|92|99|100,8|36
肚臍,body_parts,身體部位,27.799418604651162,22.408560311284045,18.3125,1114,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|3|3|9|14|12|16|32|25|37|42|62|76|62|57|58|78|62|71|64|63|70|59|68|71,0|0|0|0|0|4|4|8|8|14|19|38|30|42|44|59|61|56|66|63|78|70|76|73|77|82|77|84|88,8|36
手指(手指頭),body_parts,身體部位,29,23.68888888888889,18.875,1078,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|0|1|1|3|5|12|12|10|14|22|17|24|40|45|66|56|52|58|72|66|73|72|64|79|63|73|76,0|3|0|1|1|4|6|11|7|11|17|26|20|27|42|43|53|51|60|63|72|75|78|82|78|93|82|90|94,8|36
脖子,body_parts,身體部位,30.53921568627451,24.570934256055363,22.218295218295218,923,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|1|4|1|3|8|10|19|14|21|38|53|61|47|50|70|57|68|68|60|69|62|71|67,0|0|0|0|0|1|1|4|1|3|10|12|23|16|22|36|43|55|54|54|70|65|72|77|73|81|81|88|83,8|36
眉毛,body_parts,身體部位,29.832911392405062,25.404024767801857,21,963,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|3|4|4|6|14|16|15|22|27|45|60|52|47|52|68|59|72|68|59|70|61|69|69,0|0|0|0|0|1|4|4|2|7|17|19|18|25|28|43|48|47|54|57|68|67|77|77|72|82|79|85|85,8|36
舌頭,body_parts,身體部位,30.498666666666665,25.887755102040817,22.18324607329843,920,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|1|1|3|6|4|4|8|14|12|15|22|36|48|50|44|52|66|57|62|74|62|70|63|71|74,0|0|0|1|1|1|4|6|2|5|10|17|14|17|23|34|39|45|51|57|66|65|66|84|76|82|82|88|91,8|36
指甲,body_parts,身體部位,30.522033898305086,27.24590163934426,22,890,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|3|5|6|12|5|16|24|44|44|45|43|43|60|62|67|69|58|72|67|73|72,0|0|0|0|0|0|0|0|2|6|7|14|6|18|25|42|35|41|49|47|60|70|71|78|71|85|87|90|89,8|36
背,body_parts,身體部位,40,27.896860986547086,22.862068965517242,668,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|4|6|7|10|14|28|37|31|30|30|52|41|49|56|48|63|52|53|56,0|0|0|0|0|0|0|0|1|0|5|7|8|11|15|27|30|28|34|33|52|47|52|64|59|74|68|65|69,8|36
腳趾頭,body_parts,身體部位,40,29.5875,24,647,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|2|5|4|7|4|8|9|8|22|24|31|32|26|35|48|40|50|45|40|59|45|51|51,0|0|0|0|0|1|2|5|2|8|5|10|11|9|23|23|25|29|30|38|48|45|53|51|49|69|58|63|63,8|36
下巴,body_parts,身體部位,40,29.61572052401747,22.674518201284798,632,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|3|8|8|11|15|31|34|33|32|29|47|38|51|53|37|54|48|51|47,0|0|0|0|0|0|0|0|0|2|4|10|10|12|16|30|27|30|37|32|47|43|54|60|45|64|62|63|58,8|36
嘴唇,body_parts,身體部位,40,29.681159420289855,22.837937384898712,603,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|4|3|6|8|6|11|29|28|25|25|27|41|38|50|51|43|50|49|58|50,0|0|0|0|0|0|0|0|1|5|4|7|10|7|11|28|23|23|29|29|41|43|53|58|52|59|64|72|62,8|36
膝蓋,body_parts,身體部位,40,29.762162162162163,23.75609756097561,582,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|5|4|6|3|6|14|21|33|32|20|32|39|32|51|44|40|51|49|54|46,0|0|0|0|0|0|0|0|0|6|5|7|4|7|15|20|27|29|23|35|39|36|54|50|49|60|64|67|57,8|36
肩膀,body_parts,身體部位,40,30,24,551,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|2|3|4|13|18|31|20|31|26|41|33|47|56|44|46|40|50|44,0|0|0|0|0|0|0|0|0|1|1|2|4|5|14|17|25|18|36|28|41|38|50|64|54|54|52|62|54,8|36
大腿,body_parts,身體部位,40,32.82869080779944,23.784541723666212,503,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|3|3|8|6|3|6|17|34|25|23|24|36|28|37|42|34|44|45|43|40,0|0|0|0|0|0|0|0|1|3|4|10|7|3|6|16|27|23|26|26|36|32|39|48|41|52|58|53|49,8|36
小腿,body_parts,身體部位,40,33.279661016949156,27.520833333333332,415,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|2|3|5|7|2|6|10|23|19|18|20|28|23|29|31|30|41|42|38|37,0|0|0|0|0|0|0|0|1|2|4|6|8|2|6|10|19|17|21|22|28|26|31|35|37|48|55|47|46,8|36
手臂,body_parts,身體部位,40,40,27.566037735849058,380,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|3|2|3|6|12|20|18|17|17|30|17|33|30|29|39|38|31|33,0|0|0|0|0|0|0|0|0|1|1|4|2|3|6|11|16|16|20|18|30|19|35|34|35|46|49|38|41,8|36
椅子,furniture_rooms,家具/房間,22.829383886255926,20,17.227810650887573,1444,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|7|10|24|19|30|36|42|44|62|81|100|92|76|74|94|82|89|84|78|84|73|81|80,0|0|0|1|0|1|9|9|14|22|36|43|50|50|65|77|81|84|87|80|94|93|95|95|95|99|95|100|99,8|36
門,furniture_rooms,家具/房間,23.265163297045103,21.098360655737704,16.978749999999998,1412,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|0|0|7|10|20|22|24|41|36|43|58|76|102|88|71|75|91|79|90|84|77|82|72|81|81,0|1|0|1|0|0|9|9|12|25|29|49|43|49|60|72|82|80|82|82|91|90|96|95|94|96|94|100|100,8|36
桌子,furniture_rooms,家具/房間,27.394736842105264,22.737704918032787,19,1165,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|4|8|12|6|9|21|21|21|39|56|78|69|61|66|80|75|79|79|69|81|70|79|81,0|0|0|1|0|0|5|8|7|7|11|25|25|24|41|53|63|63|70|72|80|85|84|90|84|95|91|98|100,8|36
床,furniture_rooms,家具/房間,27.554016620498615,22.853658536585368,19,1174,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|2|0|5|11|14|11|8|21|16|28|40|54|72|72|61|61|82|74|83|79|72|79|69|77|81,0|1|0|1|2|0|6|10|8|13|10|25|19|32|42|51|58|65|70|66|82|84|88|90|88|93|90|95|100,8|36
廁所,furniture_rooms,家具/房間,27.7172131147541,23.37125748502994,21.483221476510067,1088,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|4|8|6|7|4|17|17|16|31|50|67|66|57|55|81|71|75|79|74|78|66|80|79,0|0|0|0|0|0|5|8|4|8|5|20|20|18|32|48|54|60|66|60|81|81|80|90|90|92|86|99|98,8|36
電腦,furniture_rooms,家具/房間,28.345549738219894,23.805194805194805,21.52173913043478,1000,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|3|4|14|11|18|28|42|65|52|49|61|72|71|73|76|68|79|62|77|74,0|0|0|0|0|0|0|0|1|3|5|17|13|20|29|40|52|47|56|66|72|81|78|86|83|93|81|95|91,8|36
樓梯,furniture_rooms,家具/房間,27.547045951859957,23.909404659188954,21.10810810810811,1054,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|5|2|13|15|21|33|44|63|65|55|59|84|70|83|72|68|80|65|77|79,0|0|0|0|0|0|0|0|1|6|2|15|18|24|34|42|51|59|63|64|84|80|88|82|83|94|84|95|98,8|36
馬桶,furniture_rooms,家具/房間,30.12313432835821,24.702875399361023,21.576923076923077,975,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|3|3|11|16|17|28|40|54|58|52|55|74|64|69|76|65|75|60|77|78,0|0|0|0|0|0|0|0|0|3|4|13|19|19|29|38|44|53|60|60|74|73|73|86|79|88|78|95|96,8|36
房間,furniture_rooms,家具/房間,28.369747899159663,25.07685512367491,21.576923076923077,992,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|4|6|15|13|17|28|42|57|54|53|52|73|69|75|70|67|79|69|71|77,0|0|0|0|0|0|0|0|1|5|7|18|15|19|29|40|46|49|61|57|73|78|80|80|82|93|90|88|95,8|36
窗戶,furniture_rooms,家具/房間,30.75263157894737,26.613333333333333,22.363321799307958,878,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|1|6|2|3|10|6|13|21|32|47|47|42|47|64|63|64|68|57|77|61|72|74,0|0|0|0|0|0|1|1|4|2|4|12|7|15|22|30|38|43|48|51|64|72|68|77|70|91|79|89|91,8|36
電梯,furniture_rooms,家具/房間,32.64655172413793,27.178571428571427,22.853658536585368,783,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|2|0|0|1|4|1|3|7|7|13|20|27|44|38|36|45|55|57|56|54|54|68|60|69|62,0|0|0|0|2|0|0|1|2|1|4|8|8|15|21|26|35|35|41|49|55|65|60|61|66|80|78|85|77,8|36
廚房,furniture_rooms,家具/房間,32.572916666666664,27.437062937062937,23.028677150786308,787,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|4|5|3|2|10|10|9|22|26|41|37|33|36|64|49|58|62|56|68|54|69|68,0|0|0|0|0|0|1|4|3|3|2|12|12|10|23|25|33|34|38|39|64|56|62|70|68|80|70|85|84,8|36
抽屜,furniture_rooms,家具/房間,32.875757575757575,27.559105431309902,23.65742251223491,757,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|2|0|1|5|4|1|1|8|9|8|21|23|33|34|37|39|56|48|59|61|53|65|55|66|68,0|0|0|0|2|0|1|5|2|1|1|10|11|9|22|22|27|31|43|42|56|55|63|69|65|76|71|81|84,8|36
客廳,furniture_rooms,家具/房間,32.73053589484328,27.66872427983539,23.249329758713138,760,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|2|2|4|0|5|8|6|10|20|24|39|41|35|33|57|49|55|56|53|67|61|64|69,0|0|0|0|0|0|2|2|2|0|6|10|7|11|21|23|31|37|40|36|57|56|59|64|65|79|79|79|85,8|36
浴室,furniture_rooms,家具/房間,32.83175505050505,27.76530612244898,23.86111111111111,691,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|1|4|5|2|0|6|6|8|15|21|32|32|34|28|56|44|52|55|46|67|54|63|59,0|0|0|1|0|0|1|4|3|2|0|7|7|9|16|20|26|29|39|30|56|50|55|62|56|79|70|78|73,8|36
地板,furniture_rooms,家具/房間,32.82869080779944,27.79185520361991,23.347014925373134,701,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|3|3|6|17|24|36|32|32|32|54|48|58|57|51|66|56|62|63,0|0|0|0|0|0|0|0|0|1|0|4|4|7|18|23|29|29|37|35|54|55|62|65|62|78|73|77|78,8|36
洗衣機,furniture_rooms,家具/房間,32.64655172413793,27.79646017699115,23.570552147239265,742,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|2|1|7|5|9|18|24|33|35|32|28|55|53|57|63|54|68|57|70|70,0|0|0|0|0|0|0|0|1|2|1|8|6|10|19|23|27|32|37|30|55|60|61|72|66|80|74|86|86,8|36
沙發,furniture_rooms,家具/房間,34.47093023255814,29.210762331838566,23.70893970893971,676,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|2|3|1|3|7|7|7|15|18|35|33|30|34|49|43|51|52|50|61|55|64|55,0|0|0|0|0|0|1|2|2|1|4|8|8|8|16|17|28|30|34|37|49|49|54|59|61|72|71|79|68,8|36
櫃子,furniture_rooms,家具/房間,40,29.854545454545455,25.612676056338028,540,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|2|3|2|10|14|20|21|25|22|38|33|49|45|44|58|42|58|54,0|0|0|0|0|0|0|0|0|0|0|2|4|2|10|13|16|19|29|24|38|38|52|51|54|68|55|72|67,8|36
水槽(洗手檯),furniture_rooms,家具/房間,40,30.555205047318612,26.16546762589928,554,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|2|1|2|1|0|6|4|4|8|13|20|24|21|27|46|33|43|47|41|55|45|56|55,0|0|0|0|0|0|2|1|1|1|0|7|5|5|8|12|16|22|24|29|46|38|46|53|50|65|58|69|68,8|36
臥(房)室,furniture_rooms,家具/房間,40,30.651851851851852,27.146484375,526,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|0|1|6|4|1|1|4|4|7|10|19|20|19|19|20|44|26|43|46|39|51|44|47|50,0|0|0|0|1|0|1|6|2|1|1|5|5|8|10|18|16|17|22|22|44|30|46|52|48|60|57|58|62,8|36
衣櫥,furniture_rooms,家具/房間,40,32.30384271671135,27.08992805755396,472,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|3|1|2|7|13|15|21|17|22|36|28|36|41|37|52|42|52|46,0|0|0|0|0|0|0|0|0|1|0|4|1|2|7|12|12|19|20|24|36|32|38|47|45|61|55|64|57,8|36
浴缸,furniture_rooms,家具/房間,40,32.378787878787875,27.35211267605634,438,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|1|1|4|8|10|13|18|11|18|35|27|31|41|36|51|41|45|46,0|0|0|0|0|0|0|0|0|0|1|1|1|5|8|10|10|16|13|20|35|31|33|47|44|60|53|56|57,8|36
嬰兒床,furniture_rooms,家具/房間,40,32.76836158192091,28,420,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|2|3|2|3|1|5|4|3|8|11|17|13|13|18|25|21|37|28|33|45|38|44|45,0|0|0|1|0|0|2|3|1|3|1|6|5|3|8|10|14|12|15|20|25|24|39|32|40|53|49|54|56,8|36
餐桌,furniture_rooms,家具/房間,40,32.780413159908186,27.66176470588235,428,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|0|4|2|1|6|12|15|20|17|14|30|22|38|32|29|46|40|50|48,0|0|0|0|0|0|0|0|0|2|0|5|2|1|6|11|12|18|20|15|30|25|40|36|35|54|52|62|59,8|36
陽台,furniture_rooms,家具/房間,40,32.961357210179074,29.279761904761905,355,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|2|3|2|1|8|7|12|10|10|16|23|20|29|26|29|43|39|39|36,0|0|0|0|0|0|0|0|0|0|2|4|2|1|8|7|10|9|11|17|23|23|31|30|35|51|51|48|44,8|36
微波爐,furniture_rooms,家具/房間,40,34.85634328358209,28.305555555555557,342,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|1|2|4|5|3|7|11|9|11|24|24|31|30|31|41|30|42|36,0|0|0|0|0|0|0|0|0|0|0|1|2|5|5|3|6|10|10|12|24|27|33|34|38|48|39|52|44,8|36
電話,household,家庭用品,22.17241379310345,18.636363636363637,13.861702127659575,1598,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|3|9|9|22|30|34|25|35|46|49|60|71|84|108|95|80|81|98|83|90|87|78|85|73|81|81,0|1|0|4|11|12|27|28|20|29|42|55|58|68|74|80|87|86|92|88|98|94|96|99|95|100|95|100|100,8|36
藥,household,家庭用品,23.53090096798213,20,17.69633507853403,1399,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|0|0|3|6|19|17|23|37|42|48|57|73|99|91|73|74|92|81|89|82|77|82|73|81|78,0|1|0|1|0|0|4|6|11|20|27|44|50|55|59|70|80|83|84|80|92|92|95|93|94|96|95|100|96,8|36
杯子,household,家庭用品,23.7265625,21,17.57037037037037,1384,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|7|13|19|19|23|30|32|44|58|72|96|86|72|74|92|84|89|86|73|84|71|81|79,0|0|0|0|0|0|9|12|11|22|27|36|38|50|60|69|77|78|83|80|92|95|95|98|89|99|92|100|98,8|36
錢,household,家庭用品,24.63953488372093,21,18.75,1297,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|2|4|9|11|15|23|36|44|53|67|90|84|67|70|90|78|85|81|74|84|71|79|79,0|0|0|0|0|1|2|4|5|13|18|27|43|50|55|64|73|76|77|76|90|89|90|92|90|99|92|98|98,8|36
電視,household,家庭用品,23.508196721311478,21.437956204379564,18.235294117647058,1402,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|2|2|6|11|20|18|17|34|35|39|55|77|95|89|76|77|94|83|89|87|78|85|71|81|81,0|0|0|0|2|3|7|10|12|21|20|40|42|44|57|73|77|81|87|84|94|94|95|99|95|100|92|100|100,8|36
牙刷,household,家庭用品,24.261904761904763,21.52173913043478,18.083333333333332,1350,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|1|5|8|15|14|20|32|33|39|53|68|92|85|71|73|96|83|83|82|79|85|72|80|80,0|0|0|0|1|1|6|8|9|16|24|38|39|44|55|65|74|77|82|79|96|94|88|93|96|100|94|99|99,8|36
鑰匙,household,家庭用品,25.683246073298427,21.923076923076923,18.764705882352942,1218,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|4|8|11|14|8|25|28|33|49|53|82|75|68|65|84|76|80|79|72|81|65|80|78,0|0|0|0|0|0|5|8|6|16|10|30|33|38|51|50|66|68|78|71|84|86|85|90|88|95|84|99|96,8|36
湯匙,household,家庭用品,24.841836734693878,22,18.529411764705884,1308,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|4|8|12|9|12|29|28|34|48|71|90|83|73|74|93|79|88|81|76|85|69|81|80,0|0|0|1|0|0|5|8|7|10|14|35|33|39|50|68|73|75|84|80|93|90|94|92|93|100|90|100|99,8|36
碗,household,家庭用品,25.670376712328768,22.09433962264151,18.6875,1221,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|2|6|7|5|10|26|24|30|47|63|84|78|67|64|85|74|85|79|73|83|69|80|80,0|0|0|0|0|0|2|6|4|6|12|31|29|34|49|60|68|71|77|70|85|84|90|90|89|98|90|99|99,8|36
毯子(被子),household,家庭用品,27.59171597633136,22.454545454545453,18.4,1194,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|2|8|13|16|10|17|27|27|32|40|63|77|73|58|65|78|72|77|78|67|78|62|78|75,0|0|0|1|0|3|10|12|9|11|20|32|32|36|42|60|62|66|67|71|78|82|82|89|82|92|81|96|93,8|36
吸管,household,家庭用品,26.70408163265306,22.627240143369175,19.75,1200,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|2|7|6|5|9|18|22|28|38|59|81|74|63|70|86|81|84|82|74|82|69|79|80,0|0|0|1|0|0|2|7|4|6|11|21|26|32|40|56|65|67|72|76|86|92|89|93|90|96|90|98|99,8|36
眼鏡,household,家庭用品,27.376506024096386,22.629820051413883,18.454545454545453,1219,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|0|0|0|1|5|10|15|16|27|29|41|41|57|83|77|64|64|84|73|79|83|68|79|68|78|76,0|1|0|0|0|0|1|5|6|17|19|32|35|47|43|54|67|70|74|70|84|83|84|94|83|93|88|96|94,8|36
手機,household,家庭用品,27.482315112540192,22.77777777777778,18.7,1160,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|13|14|24|26|28|40|55|77|74|61|63|82|73|79|77|70|77|69|76|80,0|0|0|0|0|0|0|0|1|15|17|29|31|32|42|52|62|67|70|68|82|83|84|88|85|91|90|94|99,8|36
枕頭,household,家庭用品,27.63073394495413,23.055755395683452,18.933333333333334,1125,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|5|8|9|9|7|22|17|20|35|52|72|66|61|58|82|68|80|81|70|81|66|77|78,0|0|0|0|0|1|6|8|5|10|8|26|20|23|36|50|58|60|70|63|82|77|85|92|85|95|86|95|96,8|36
衛生紙(面紙),household,家庭用品,27.19455252918288,23.275147928994084,18.933333333333334,1146,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|6|7|22|24|27|34|48|76|70|61|67|84|74|80|82|75|82|68|79|80,0|0|0|0|0|0|0|0|0|7|8|26|29|31|35|46|61|64|70|73|84|84|85|93|91|96|88|98|99,8|36
筷子,household,家庭用品,27.566037735849058,23.37125748502994,21.12,1086,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|2|5|3|4|9|19|14|21|32|49|69|70|60|63|80|69|74|79|71|77|65|77|74,0|0|0|0|0|0|2|5|2|5|11|23|17|24|33|47|56|64|69|68|80|78|79|90|87|91|84|95|91,8|36
電燈,household,家庭用品,27.928792569659443,23.37125748502994,18.833333333333332,1079,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|3|7|11|23|20|26|32|51|65|61|56|57|76|70|77|77|72|78|66|73|78,0|0|0|0|0|0|0|0|2|8|13|27|24|30|33|49|52|55|64|62|76|80|82|88|88|92|86|90|96,8|36
梳子,household,家庭用品,31.271523178807946,23.496,19,1040,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|0|5|7|6|6|6|21|24|25|31|45|71|71|51|54|73|65|66|65|64|73|67|71|72,0|0|0|1|0|0|6|7|4|7|7|25|29|28|32|43|57|65|59|59|73|74|70|74|78|86|87|88|89,8|36
