definition,category,category_zh,age.75,age.50,age.25,n,age_distr_base,age_distr,age_distr_prob,age_rng
計程車,vehicles,交通工具,34.30223880597015,27.830258302583026,23.455488331892827,717,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|3|2|5|7|8|18|22|37|35|33|37|52|46|52|60|55|60|56|65|63,0|0|0|0|0|0|0|0|1|3|2|6|8|9|19|21|30|32|38|40|52|52|55|68|67|71|73|80|78,8|36
消防車,vehicles,交通工具,34.69827586206897,28,23.570552147239265,689,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|3|2|2|4|7|15|24|33|33|36|39|50|50|51|58|52|59|55|62|54,0|0|0|0|0|0|0|0|0|3|2|2|5|8|16|23|27|30|41|42|50|57|54|66|63|69|71|77|67,8|36
直昇機,vehicles,交通工具,40,29.882037533512065,24.43193717277487,562,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|5|1|0|3|8|14|21|28|31|24|24|43|30|49|48|39|50|43|54|47,0|0|0|0|0|0|0|0|0|6|1|0|4|9|15|20|23|28|28|26|43|34|52|55|48|59|56|67|58,8|36
吊車,vehicles,交通工具,40,30.42822384428224,25.612676056338028,566,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|4|1|2|4|10|12|22|27|23|24|25|39|38|43|49|42|44|52|54|51,0|0|0|0|0|0|0|0|0|5|1|2|5|11|12|21|22|21|28|27|39|43|46|56|51|52|68|67|63,8|36
三輪車,vehicles,交通工具,40,32.61460592913955,25.375,510,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|3|7|2|3|2|3|6|7|11|15|22|22|29|27|40|27|33|37|31|49|42|45|46,0|0|0|0|0|1|4|7|1|3|2|4|7|8|11|14|18|20|33|29|40|31|35|42|38|58|55|56|57,8|36
球,toys,玩具,18.857142857142858,16.62087421944692,13.921686746987952,1794,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|4|8|11|21|34|61|51|51|65|67|79|86|97|119|108|85|86|97|86|90|87|80|83|77|79|81,0|0|1|5|10|14|26|32|36|59|61|77|80|90|90|92|96|98|98|93|97|98|96|99|98|98|100|98|100,8|36
筆,toys,玩具,23.265163297045103,19,17.107692307692307,1426,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|0|1|12|16|21|27|42|40|45|63|76|102|93|78|78|94|81|85|79|77|81|73|80|81,0|0|0|0|1|0|1|11|9|24|32|50|48|51|66|72|82|85|90|85|94|92|90|90|94|95|95|99|100,8|36
書,toys,玩具,23.852008456659618,20.34375,16.823407202216067,1431,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|1|2|1|6|16|22|24|33|37|40|48|60|69|95|94|72|77|92|82|86|84|73|84|71|80|80,0|1|1|1|2|1|7|15|13|28|39|44|48|55|62|66|77|85|83|84|92|93|91|95|89|99|92|99|99,8|36
氣球,toys,玩具,24.841836734693878,20.904109589041095,16.912587412587413,1338,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|2|1|6|22|17|23|19|28|33|45|48|70|84|84|70|68|91|79|83|83|78|76|71|78|78,0|0|0|1|2|1|7|21|10|26|23|33|39|51|50|67|68|76|80|74|91|90|88|94|95|89|92|96|96,8|36
泡泡,toys,玩具,26.735159817351597,22,17.649193548387096,1195,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|6|9|15|16|24|32|23|30|48|51|71|72|60|71|78|70|76|77|70|78|64|79|73,0|0|0|1|0|1|7|8|9|18|29|38|27|34|50|49|57|65|69|77|78|80|81|88|85|92|83|98|90,8|36
娃娃(洋娃娃),toys,玩具,27.57603686635945,22,16.972843450479232,1198,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|3|7|14|25|22|24|40|32|35|48|62|75|72|58|64|79|61|63|74|63|74|55|74|73,0|0|0|0|1|4|9|13|15|25|29|48|38|40|50|59|60|65|67|70|79|69|67|84|77|87|71|91|90,8|36
玩具,toys,玩具,25.29083094555874,22.225806451612904,18.75,1256,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|0|0|1|3|11|13|7|15|23|27|31|46|60|85|79|72|67|85|80|86|82|71|82|70|78|80,0|1|1|0|0|1|4|10|8|8|18|27|32|35|48|57|69|72|83|73|85|91|91|93|87|96|91|96|99,8|36
貼紙,toys,玩具,27.566037735849058,24,20.511627906976745,1079,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|2|4|7|10|20|18|25|36|48|62|60|50|63|80|71|76|78|72|78|68|76|75,0|0|0|0|0|0|0|2|2|8|12|24|21|28|38|46|50|55|57|68|80|81|81|89|88|92|88|94|93,8|36
積木,toys,玩具,29.927631578947366,24.78014184397163,20.676923076923078,986,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|4|8|7|10|14|19|23|33|42|58|56|51|52|60|60|71|74|65|72|67|73|66,0|0|0|0|0|0|1|4|5|8|12|17|23|26|34|40|47|51|59|57|60|68|76|84|79|85|87|90|81,8|36
拼圖,toys,玩具,32.13171487603306,27.26595744680851,23.174157303370787,787,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|8|7|12|17|25|38|33|34|43|59|56|62|65|60|74|56|70|66,0|0|0|0|0|0|0|0|0|1|1|10|8|14|18|24|31|30|39|47|59|64|66|74|73|87|73|86|81,8|36
鉛筆,toys,玩具,30.75263157894737,27.38314176245211,21.907563025210084,852,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|4|6|5|2|14|14|13|25|31|51|42|32|42|57|51|64|68|65|73|59|69|65,0|0|0|0|0|0|0|4|4|6|2|17|17|15|26|30|41|38|37|46|57|58|68|77|79|86|77|85|80,8|36
彩色筆,toys,玩具,32.82017543859649,28,23.347014925373134,723,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|3|4|2|2|9|7|10|17|24|36|35|27|38|50|47|56|54|56|65|56|64|61,0|0|0|0|0|0|0|3|2|2|2|11|8|11|18|23|29|32|31|41|50|53|60|61|68|76|73|79|75,8|36
蠟筆,toys,玩具,34.529300168634066,28.695863746958636,23.828244274809162,645,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|3|3|5|6|6|17|14|34|24|22|29|37|49|58|48|49|63|50|68|60,0|0|0|0|0|0|0|0|0|3|4|6|7|7|18|13|27|22|25|32|37|56|62|55|60|74|65|84|74,8|36
機器人,toys,玩具,34.880434782608695,29,25.149484536082475,678,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|3|2|7|3|9|12|21|27|27|24|34|47|44|58|61|57|60|56|61|65,0|0|0|0|0|0|0|0|0|3|2|8|4|10|12|20|22|25|28|37|47|50|62|69|70|71|73|75|80,8|36
鼓,toys,玩具,40,29.470941883767534,23.197452229299362,671,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|2|6|7|14|21|25|37|40|27|37|47|39|53|48|51|59|46|59|52,0|0|0|0|0|0|0|0|0|1|2|7|8|16|22|24|30|36|31|40|47|44|56|55|62|69|60|73|64,8|36
禮物,toys,玩具,40,29.681159420289855,26.506032647267567,570,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|2|2|1|6|9|19|23|21|14|31|44|32|53|51|47|59|46|52|56,0|0|0|0|0|0|0|0|1|1|2|2|1|7|9|18|19|19|16|34|44|36|56|58|57|69|60|64|69,8|36
球棒,toys,玩具,40,31,26.492217898832685,517,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|3|1|4|12|18|19|23|19|26|37|33|44|44|44|44|45|49|49,0|0|0|0|0|0|0|0|1|1|1|4|1|5|12|17|15|21|22|28|37|38|47|50|54|52|58|60|60,8|36
膠水,toys,玩具,40,32.32786885245902,27.42016806722689,449,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|1|0|1|6|9|17|16|17|21|28|23|38|39|37|51|45|53|46,0|0|0|0|0|0|0|0|0|1|0|1|0|1|6|9|14|15|20|23|28|26|40|44|45|60|58|65|57,8|36
黏土,toys,玩具,40,32.44363256784969,26.79861111111111,443,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|4|2|8|8|20|13|18|24|25|32|34|41|36|49|45|44|40,0|0|0|0|0|0|0|0|0|0|0|0|5|2|8|8|16|12|21|26|25|36|36|47|44|58|58|54|49,8|36
手槍,toys,玩具,40,32.94313453536755,26.492217898832685,483,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|2|1|5|11|21|15|13|19|26|37|28|35|38|33|43|49|55|49,0|0|0|0|0|0|0|0|1|1|1|2|1|6|11|20|12|12|22|28|37|32|37|43|40|51|64|68|60,8|36
鞋子,clothing,衣物,19.285714285714285,16.663109756097562,14.502790178571429,1773,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|2|9|16|32|60|50|51|61|68|75|87|95|120|105|84|85|99|87|92|88|81|85|77|81|81,0|1|0|1|2|12|20|30|35|57|61|73|81|85|91|90|97|95|97|92|99|99|98|100|99|100|100|100|100,8|36
尿布,clothing,衣物,20.647058823529413,17.804054054054053,15.555037313432836,1646,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|1|1|2|6|10|13|23|47|35|44|57|56|70|76|87|115|97|78|79|96|83|91|86|78|82|72|81|79,1|1|1|3|8|13|16|22|28|40|52|68|67|80|79|83|93|88|90|86|96|94|97|98|95|96|94|100|98,8|36
褲子,clothing,衣物,22.86337760910816,18.785714285714285,16.852941176470587,1489,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|1|6|14|17|24|31|45|44|51|59|81|110|94|81|83|94|83|92|85|77|83|72|80|81,0|0|0|0|1|1|7|13|10|28|37|54|52|58|61|77|89|85|93|90|94|94|98|97|94|98|94|99|100,8|36
襪子,clothing,衣物,23.059500959692897,19.2,16.651134717527764,1489,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|2|9|16|27|26|29|41|46|58|58|78|107|96|76|79|92|85|88|83|77|83|72|80|81,0|0|0|0|0|3|11|15|16|30|35|49|55|66|60|74|86|87|87|86|92|97|94|94|94|98|94|99|100,8|36
帽子,clothing,衣物,23.464456487089578,19.25,17.067524115755628,1462,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|2|3|7|13|24|21|31|41|45|50|67|67|109|95|73|78|92|83|89|83|75|83|71|80|80,0|0|0|0|2|4|9|12|14|24|37|49|54|57|70|64|88|86|84|85|92|94|95|94|91|98|92|99|99,8|36
拖鞋,clothing,衣物,27.87601078167116,23.86111111111111,21.266666666666666,1050,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|2|8|8|10|9|19|18|18|36|42|64|57|54|56|77|66|74|69|65|78|70|73|77,0|0|0|0|0|0|2|8|5|11|11|23|21|20|38|40|52|52|62|61|77|75|79|78|79|92|91|90|95,8|36
夾克(外套),clothing,衣物,28.46808510638298,24,20.83969465648855,1022,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|7|5|1|5|17|16|23|35|38|62|61|46|56|71|70|73|76|70|74|65|76|75,0|0|0|0|0|0|0|7|3|1|6|20|19|26|36|36|50|55|53|61|71|80|78|86|85|87|84|94|93,8|36
扣子,clothing,衣物,28.606299212598426,24,20.676923076923078,1002,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|6|0|8|4|18|19|23|32|43|62|62|51|57|68|70|66|67|63|77|63|73|70,0|0|0|0|0|0|0|6|0|9|5|21|23|26|33|41|50|56|59|62|68|80|70|76|77|91|82|90|86,8|36
衣物,clothing,衣物,40,24.37162162162162,18.5,881,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|2|14|8|9|13|29|19|30|37|37|60|58|46|47|66|46|52|55|47|50|50|50|56,0|0|0|0|0|0|2|13|5|10|15|35|23|34|39|35|48|53|53|51|66|52|55|62|57|59|65|62|69,8|36
背心,clothing,衣物,30.104761904761904,25.612676056338028,22.244755244755243,885,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|4|3|2|7|12|12|20|22|33|52|48|47|44|56|57|70|70|61|71|51|71|72,0|0|0|0|0|0|0|4|2|2|8|14|14|23|23|31|42|44|54|48|56|65|74|80|74|84|66|88|89,8|36
圍兜(兜),clothing,衣物,40,25.94054054054054,20.758620689655174,849,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|5|7|13|7|8|19|18|23|30|41|54|45|44|45|51|57|60|49|47|59|52|57|58,0|0|0|0|0|0|6|7|8|8|10|23|21|26|31|39|44|41|51|49|51|65|64|56|57|69|68|70|72,8|36
手套,clothing,衣物,32.54859529233106,26.872992700729927,22.5,819,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|3|2|1|1|10|13|12|16|35|42|45|37|47|62|52|60|58|53|71|61|66|71,0|0|0|0|0|0|1|3|1|1|1|12|15|14|17|33|34|41|43|51|62|59|64|66|65|84|79|81|88,8|36
安全帽,clothing,衣物,31.848275862068967,27.27964205816555,22.53846153846154,832,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|4|4|3|9|17|18|20|30|42|41|39|41|64|49|58|63|62|72|60|69|67,0|0|0|0|0|0|0|0|2|5|4|11|20|20|21|29|34|37|45|45|64|56|62|72|76|85|78|85|83,8|36
拉鍊,clothing,衣物,31.29285714285714,27.475285171102662,22.315315315315317,856,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|6|3|5|1|15|12|16|22|31|41|43|43|41|56|60|63|64|66|68|58|71|71,0|0|0|0|0|0|0|6|2|6|1|18|14|18|23|30|33|39|49|45|56|68|67|73|80|80|75|88|88,8|36
內褲(三角褲),clothing,衣物,32.121428571428574,27.63073394495413,24.077903682719548,764,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|3|2|5|4|4|14|13|30|38|39|35|57|54|60|64|60|75|63|73|71,0|0|0|0|0|0|0|0|0|3|2|6|5|5|15|12|24|35|45|38|57|61|64|73|73|88|82|90|88,8|36
口罩,clothing,衣物,32.861486486486484,27.684931506849313,23.028677150786308,751,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|4|9|10|20|26|41|42|34|36|55|51|60|58|54|65|56|65|64,0|0|0|0|0|0|0|0|0|1|0|5|11|11|21|25|33|38|39|39|55|58|64|66|66|76|73|80|79,8|36
涼鞋,clothing,衣物,33.73101265822785,27.902335456475583,24.32608695652174,653,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|4|2|8|5|10|10|18|28|33|31|29|52|43|54|50|41|60|59|56|60,0|0|0|0|0|0|0|0|0|5|2|10|6|11|10|17|23|30|36|32|52|49|57|57|50|71|77|69|74,8|36
布鞋(運動鞋),clothing,衣物,40,27.911708253358924,25.57236842105263,645,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|5|3|7|13|9|15|23|26|22|25|27|52|44|50|49|46|59|53|58|58,0|0|0|0|0|0|0|0|1|6|4|8|15|10|16|22|21|20|29|29|52|50|53|56|56|69|69|72|72,8|36
裙子,clothing,衣物,40,27.92281879194631,24.43193717277487,649,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|2|0|2|1|8|7|6|11|19|28|31|32|35|51|41|45|53|52|57|50|60|57,0|0|0|0|0|0|1|2|0|2|1|10|8|7|11|18|23|28|37|38|51|47|48|60|63|67|65|74|70,8|36
長褲,clothing,衣物,35.375,29.477966101694914,24.78014184397163,653,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|2|3|4|5|10|9|5|13|16|29|28|27|27|48|38|54|54|44|61|53|60|62,0|0|0|0|0|0|1|2|2|5|6|12|11|6|14|15|23|25|31|29|48|43|57|61|54|72|69|74|77,8|36
短褲,clothing,衣物,40,29.65148514851485,25.15953545232274,602,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|2|1|4|3|8|5|5|10|15|23|26|28|25|44|37|51|49|41|59|51|58|56,0|0|0|0|0|0|1|2|1|5|4|10|6|6|10|14|19|24|32|27|44|42|54|56|50|69|66|72|69,8|36
雨衣,clothing,衣物,40,30,27.160944206008583,550,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|1|2|4|5|7|16|19|25|20|20|42|35|47|43|41|58|47|60|56,0|0|0|0|0|0|0|0|0|2|1|2|5|6|7|15|15|23|23|22|42|40|50|49|50|68|61|74|69,8|36
珠珠,clothing,衣物,40,30.445193929173694,24,605,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|2|6|12|6|13|13|24|31|28|28|31|39|40|41|51|40|52|44|50|53,0|0|0|0|0|0|0|0|1|2|7|14|7|15|14|23|25|25|32|34|39|45|44|58|49|61|57|62|65,8|36
項鍊,clothing,衣物,40,30.837370242214533,25.57236842105263,515,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|3|7|6|7|23|24|22|25|25|30|34|36|46|42|49|39|50|45,0|0|0|0|0|0|0|0|0|1|1|4|8|7|7|22|19|20|29|27|30|39|38|52|51|58|51|62|56,8|36
睡衣(褲),clothing,衣物,40,32.49678550555231,27.23696682464455,481,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|2|3|4|4|11|12|19|18|21|19|39|36|32|40|31|53|40|49|47,0|0|0|0|0|0|0|0|0|1|2|4|5|5|11|11|15|16|24|21|39|41|34|45|38|62|52|60|58,8|36
圍巾,clothing,衣物,40,32.60123784261715,27.619834710743802,415,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|3|3|2|4|13|14|19|16|20|27|22|32|35|33|48|41|42|40,0|0|0|0|0|0|0|0|0|0|1|4|4|2|4|12|11|17|18|22|27|25|34|40|40|56|53|52|49,8|36
皮帶,clothing,衣物,40,32.65679330328397,27.178571428571427,438,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|5|4|4|6|14|13|15|19|22|30|31|32|37|29|49|35|45|47,0|0|0|0|0|0|0|0|0|1|0|6|5|5|6|13|10|14|22|24|30|35|34|42|35|58|45|56|58,8|36
皮鞋,clothing,衣物,40,32.81626120358515,28,373,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|1|3|5|3|7|8|12|15|14|16|25|26|29|28|26|46|37|37|33,0|0|0|0|0|0|0|0|0|2|1|4|6|3|7|8|10|14|16|17|25|30|31|32|32|54|48|46|41,8|36
毛衣,clothing,衣物,40,32.97524154589372,27.883838383838384,339,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|1|1|2|3|7|10|9|9|16|26|19|30|31|22|43|32|41|37,0|0|0|0|0|0|0|0|0|0|0|1|1|2|3|7|8|8|10|17|26|22|32|35|27|51|42|51|46,8|36
泳衣,clothing,衣物,40,33.67884130982368,27.107758620689655,376,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|0|1|0|5|5|12|13|11|22|34|21|25|37|30|39|40|42|38,0|0|0|0|0|0|0|0|0|1|0|0|1|0|5|5|10|12|13|24|34|24|27|42|37|46|52|52|47,8|36
手,body_parts,身體部位,20.70212765957447,17.771653543307085,14.845025510204081,1678,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|2|1|4|5|7|14|28|40|33|45|51|54|70|81|95|114|104|79|84|99|87|91|88|80|85|74|81|81,1|3|1|5|6|9|17|26|24|38|54|61|64|80|84|90|92|95|91|91|99|99|97|100|98|100|96|100|100,8|36
眼睛,body_parts,身體部位,21.384,18.363636363636363,16.542814113597245,1580,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|1|4|8|18|28|28|38|49|44|62|79|92|106|97|78|83|96|86|92|88|80|85|74|81|81,0|1|0|1|1|5|10|17|16|32|45|58|52|70|82|88|85|88|90|90|96|98|98|100|98|100|96|100|100,8|36
腳,body_parts,身體部位,21.266666666666666,18.444444444444443,16.448051948051948,1568,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|1|4|8|17|31|29|38|47|47|64|78|87|107|95|77|81|96|87|90|85|78|85|72|81|81,0|1|0|1|1|5|10|16|18|33|45|56|56|73|81|83|86|86|89|88|96|99|96|97|95|100|94|100|100,8|36
耳朵,body_parts,身體部位,22.209580838323355,18.625,16.72208249496982,1525,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|1|1|6|12|14|26|25|37|45|41|54|70|87|101|93|79|81|95|84|89|86|78|84|72|81|81,0|1|1|1|1|8|15|13|15|29|44|54|49|61|73|83|81|85|91|88|95|95|95|98|95|99|94|100|100,8|36
嘴巴,body_parts,身體部位,21.685714285714287,18.636363636363637,16.52503352704515,1568,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|1|2|4|5|11|23|29|28|35|46|44|60|75|87|106|96|80|82|94|85|90|87|78|84|72|81|81,0|3|1|3|5|6|14|22|17|32|42|55|52|68|78|83|85|87|92|89|94|97|96|99|95|99|94|100|100,8|36
胸部(ㄋㄟㄋㄟ),body_parts,身體部位,25.428336980306344,18.727272727272727,16.288534428300697,1381,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|0|0|3|1|7|12|13|32|35|34|45|47|45|58|68|90|78|70|73|84|74|78|74|70|75|62|74|78,1|0|0|4|1|9|15|12|19|40|40|54|56|51|60|65|73|71|80|79|84|84|83|84|85|88|81|91|96,8|36
屁股,body_parts,身體部位,22.875,18.869565217391305,17.72641509433962,1430,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|3|5|6|19|19|22|45|34|40|64|80|103|93|75|78|95|82|86|87|78|84|71|80|81,0|0|0|0|0|4|6|6|11|22|26|54|40|45|67|76|83|85|86|85|95|93|91|99|95|99|92|99|100,8|36
鼻子,body_parts,身體部位,22.25925925925926,18.88235294117647,17.219730941704036,1493,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|1|2|5|7|13|24|20|27|44|41|51|70|85|101|92|78|81|96|84|89|85|79|84|70|81|81,0|1|1|1|2|6|9|12|14|23|32|52|49|58|73|81|81|84|90|88|96|95|95|97|96|99|91|100|100,8|36
頭,body_parts,身體部位,22.729166666666668,20.16,16.90934300341297,1470,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|0|1|2|8|17|18|23|32|40|40|55|64|82|102|89|73|78|96|84|87|83|77|84|73|80|81,0|1|0|0|1|3|10|16|11|26|38|48|48|62|67|78|82|81|84|85|96|95|93|94|94|99|95|99|100,8|36
頭髮,body_parts,身體部位,23.1812865497076,21.295566502463053,18,1403,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|0|1|3|4|10|15|14|21|41|31|39|61|78|97|90|71|80|95|80|90|87|76|84|73|80|81,0|1|0|0|1|4|5|9|9|16|25|49|37|44|64|74|78|82|82|87|95|91|96|99|93|99|95|99|100,8|36
