ID,item.WG,item.WS,definition,category,age.75,age.50,age.25,age_rng,age.75.m,age.50.m,age.25.m,D,bin
172,d09_02,a09_02,下雨,outside,16,16,8,8|16,58.185358916666665,32.85134741666667,7.517334767583334,0.04867402866666667,30~36
171,d09_01,a09_01,花,outside,16,8,8,8|16,98.19673566666667,34.30275433333333,-29.591226096083332,0.019629178691666666,30~36
59,d03_09,a03_09,娃娃車(手推車),vehicles,16,8,8,8|16,103.42932183333333,32.66386816666667,-38.1015808445,0.018623087775,30~36
116,d06_05,a06_05,娃娃(洋娃娃),toys,16,16,8,8|16,64.37973991666667,35.33814566666667,6.29655140825,0.0417704875,30~36
101,d05_06,a05_06,帽子,clothing,16,8,8,8|16,107.61447441666667,33.568622166666664,-40.477229391583336,0.017881088516666668,30~36
100,d05_05,a05_05,襪子,clothing,16,8,8,8|16,100.80917841666667,33.646371916666666,-33.51643528333334,0.0192027196,30~36
32,d02_02,a02_02,眼睛,body_parts,16,8,8,8|16,109.12609108333334,30.644693416666666,-47.836710069166664,0.01824190444166667,30~36
39,d02_09,a02_09,頭髮,body_parts,16,16,8,8|16,59.5573705,31.931237166666666,4.30510315225,0.04614638433333333,30~36
35,d02_05,a02_05,肚子,body_parts,16,16,8,8|16,54.4114455,32.017929583333334,9.624414683333333,0.05484213366666667,30~36
37,d02_07,a02_07,頭,body_parts,16,8,8,8|16,87.62886108333333,32.30375475,-23.0213515025,0.023787339541666667,30~36
40,d02_10,a02_10,屁股,body_parts,16,16,8,8|16,53.52732091666667,32.736017333333336,11.944714608333333,0.05922262075,30~36
38,d02_08,a02_08,鼻子,body_parts,16,8,8,8|16,97.07267941666667,33.860004583333335,-29.352662533333334,0.020409773775,30~36
41,d02_11,a02_11,肚臍,body_parts,16,16,8.540697674418604,8|16,52.05047616666667,35.70816141666667,19.3658435,0.071569284,30~36
44,d02_14,a02_14,臉,body_parts,16,16,8,8|16,61.822691166666665,35.73960566666667,9.6565214825,0.04524085866666667,30~36
156,d08_02,a08_02,門,furniture_rooms,16,8,8,8|16,96.76975175,30.27902466666667,-36.211694371583334,0.020961942166666667,30~36
158,d08_04,a08_04,床,furniture_rooms,16,8,8,8|16,97.75611033333334,30.98677675,-35.78255877916666,0.020517349708333334,30~36
155,d08_01,a08_01,椅子,furniture_rooms,16,8,8,8|16,99.71695583333333,34.085430333333335,-31.546092423333334,0.019073562208333332,30~36
140,d07_18,a07_18,鏡子,household,16,16,8,8|16,50.787796916666665,32.33061158333334,13.873429075,0.06691320666666667,30~36
143,d07_21,a07_21,肥皂,household,16,16,16,8|16,45.511886583333336,35.333535500000004,25.155184083333335,0.115067935,30~36
127,d07_05,a07_05,湯匙,household,16,8.31304347826087,8,8|16,77.34654683333333,35.41326708333333,-6.520012959133333,0.028784259333333333,30~36
